username,lifetime_games,lifetime_wins,lifetime_draws,lifetime_losses,lifetime_win_rate,recent_games,recent_wins,recent_draws,recent_losses,recent_win_rate,active_win_streak,max_win_streak,upset_wins,short_win_rate,timeout_win_ratio,tourn_games,tourn_wins,tourn_draws,tourn_losses,tourn_win_rate,non_tourn_games,non_tourn_wins,non_tourn_draws,non_tourn_losses,non_tourn_win_rate,wr_gap,suspicion_score,reasons
kronik57,206,88,3,115,0.4335,206,88,3,115,0.4335,0,7,5,0.1364,0.2727,151,69,2,80,0.4631,55,19,1,35,0.3519,0.1112,1.00,5 upset wins (≥250)
na4olean,845,298,146,401,0.4263,845,298,146,401,0.4263,1,9,14,0.3087,0.2651,163,86,21,56,0.6056,682,212,125,345,0.3806,0.2250,1.00,14 upset wins (≥250)
schachliebe123,203,78,1,124,0.3861,203,78,1,124,0.3861,0,6,13,0.3333,0.1154,125,47,1,77,0.3790,78,31,0,47,0.3974,-0.0184,1.00,13 upset wins (≥250)
sunildsouza22918,239,124,2,113,0.5232,239,124,2,113,0.5232,5,10,4,0.2177,0.3710,239,124,2,113,0.5232,0,0,0,0,0.0000,0.5232,1.00,4 upset wins (≥250)
tokkles84,423,194,6,223,0.4652,423,194,6,223,0.4652,0,14,5,0.2526,0.3505,346,158,4,184,0.4620,77,36,2,39,0.4800,-0.0180,1.00,5 upset wins (≥250)
tricia_pb20,63,32,1,30,0.5161,63,32,1,30,0.5161,3,8,3,0.3438,0.2188,21,8,0,13,0.3810,42,24,1,17,0.5854,-0.2044,1.00,3 upset wins (≥250)
wishiwasgolfing,97,56,4,37,0.6022,97,56,4,37,0.6022,2,8,5,0.0536,0.1964,2,2,0,0,1.0000,95,54,4,37,0.5934,0.4066,1.00,5 upset wins (≥250)
cyndarta,163,68,3,92,0.4250,163,68,3,92,0.4250,0,10,12,0.3235,0.1471,163,68,3,92,0.4250,0,0,0,0,0.0000,0.4250,1.00,12 upset wins (≥250)
grandaulf,9,9,0,0,1.0000,9,9,0,0,1.0000,9,9,0,0.1111,0.2222,5,5,0,0,1.0000,4,4,0,0,1.0000,0.0000,1.00,Active win streak 9
professorpika,101,39,1,61,0.3900,101,39,1,61,0.3900,0,6,7,0.2308,0.2051,50,17,0,33,0.3400,51,22,1,28,0.4400,-0.1000,1.00,7 upset wins (≥250)
redanos,23,16,0,7,0.6957,23,16,0,7,0.6957,1,5,3,0.3750,0.0625,4,4,0,0,1.0000,19,12,0,7,0.6316,0.3684,1.00,3 upset wins (≥250)
sapper8386,35,12,0,23,0.3429,35,12,0,23,0.3429,0,4,3,0.3333,0.0000,35,12,0,23,0.3429,0,0,0,0,0.0000,0.3429,1.00,3 upset wins (≥250)
crher700,436,262,8,166,0.6121,436,262,8,166,0.6121,3,20,5,0.2023,0.3244,159,103,4,52,0.6645,277,159,4,114,0.5824,0.0821,1.00,5 upset wins (≥250)
d0ct0r_livesey,635,235,13,387,0.3778,635,235,13,387,0.3778,0,8,22,0.2851,0.3064,601,221,13,367,0.3759,34,14,0,20,0.4118,-0.0359,1.00,22 upset wins (≥250)
polotheo11,141,60,2,79,0.4317,141,60,2,79,0.4317,0,8,10,0.2000,0.2167,139,59,2,78,0.4307,2,1,0,1,0.5000,-0.0693,1.00,10 upset wins (≥250)
rhudson1987,53,28,7,18,0.6087,53,28,7,18,0.6087,2,7,3,0.2500,0.3929,44,21,5,18,0.5385,9,7,2,0,1.0000,-0.4615,1.00,3 upset wins (≥250)
billyeatstofu,20,14,0,6,0.7000,20,14,0,6,0.7000,2,5,2,0.0714,0.6429,2,1,0,1,0.5000,18,13,0,5,0.7222,-0.2222,0.70,64% of wins via resign/timeout
carotina14,28,10,0,18,0.3571,28,10,0,18,0.3571,0,8,1,0.7000,0.2000,3,0,0,3,0.0000,25,10,0,15,0.4000,-0.4000,0.70,70% of wins ≤40 plies
kangru,27,15,2,10,0.6000,27,15,2,10,0.6000,0,4,0,0.0667,0.7333,9,5,0,4,0.5556,18,10,2,6,0.6250,-0.0694,0.70,73% of wins via resign/timeout
stradbroketf,18,10,0,8,0.5556,18,10,0,8,0.5556,2,3,0,0.1000,0.7000,0,0,0,0,0.0000,18,10,0,8,0.5556,-0.5556,0.70,70% of wins via resign/timeout
vietnamvetran,17,11,0,6,0.6471,17,11,0,6,0.6471,0,9,1,0.0909,0.7273,8,8,0,0,1.0000,9,3,0,6,0.3333,0.6667,0.70,73% of wins via resign/timeout
donthie,71,38,16,17,0.6909,71,38,16,17,0.6909,1,4,0,0.0789,0.6316,25,12,6,7,0.6316,46,26,10,10,0.7222,-0.0906,0.70,63% of wins via resign/timeout
jcf6500,22,15,1,6,0.7143,22,15,1,6,0.7143,0,5,0,0.0000,0.6000,1,0,0,1,0.0000,21,15,1,5,0.7500,-0.7500,0.70,60% of wins via resign/timeout
albinegre_288,27,16,5,6,0.7273,27,16,5,6,0.7273,0,6,0,0.0625,0.6875,10,4,0,6,0.4000,17,12,5,0,1.0000,-0.6000,0.70,69% of wins via resign/timeout
co_vua_chien_luoc,32,19,7,6,0.7600,32,19,7,6,0.7600,1,10,1,0.0526,0.6316,32,19,7,6,0.7600,0,0,0,0,0.0000,0.7600,0.70,63% of wins via resign/timeout
elisabeth1208,14,12,0,2,0.8571,14,12,0,2,0.8571,2,7,0,0.0833,0.8333,2,2,0,0,1.0000,12,10,0,2,0.8333,0.1667,0.70,83% of wins via resign/timeout
grstk,35,16,0,19,0.4571,35,16,0,19,0.4571,0,4,0,0.0000,0.8750,29,12,0,17,0.4138,6,4,0,2,0.6667,-0.2529,0.70,88% of wins via resign/timeout
insurgentspirit,72,29,22,21,0.5800,72,29,22,21,0.5800,6,9,0,0.0690,0.5172,66,27,19,20,0.5745,6,2,3,1,0.6667,-0.0922,0.70,52% of wins via resign/timeout
primeo01,86,47,1,38,0.5529,86,47,1,38,0.5529,0,5,2,0.1489,0.5532,54,32,0,22,0.5926,32,15,1,16,0.4839,0.1087,0.70,55% of wins via resign/timeout
timtraining99,58,36,5,17,0.6792,58,36,5,17,0.6792,1,9,0,0.1667,0.5000,16,9,1,6,0.6000,42,27,4,11,0.7105,-0.1105,0.70,50% of wins via resign/timeout
alalper,76,38,6,32,0.5429,76,38,6,32,0.5429,0,6,2,0.1316,0.2368,23,10,2,11,0.4762,53,28,4,21,0.5714,-0.0952,0.00,
albopeng,29,17,0,12,0.5862,29,17,0,12,0.5862,0,7,0,0.0000,0.2353,28,17,0,11,0.6071,1,0,0,1,0.0000,0.6071,0.00,
anukarshdubey,30,13,0,17,0.4333,30,13,0,17,0.4333,2,6,0,0.0769,0.2308,25,8,0,17,0.3200,5,5,0,0,1.0000,-0.6800,0.00,
astrid176,14,2,1,11,0.1538,14,2,1,11,0.1538,0,2,0,0.0000,1.0000,0,0,0,0,0.0000,14,2,1,11,0.1538,-0.1538,0.00,
biasicozzi,33,15,4,14,0.5172,33,15,4,14,0.5172,0,2,0,0.1333,0.2667,11,5,3,3,0.6250,22,10,1,11,0.4762,0.1488,0.00,
bop0035,57,33,7,17,0.6600,57,33,7,17,0.6600,1,7,0,0.1818,0.4242,27,18,3,6,0.7500,30,15,4,11,0.5769,0.1731,0.00,
casaymarie,12,2,0,10,0.1667,12,2,0,10,0.1667,1,1,0,0.0000,0.5000,0,0,0,0,0.0000,12,2,0,10,0.1667,-0.1667,0.00,
ccx2023,30,13,2,15,0.4643,30,13,2,15,0.4643,2,5,0,0.0769,0.3077,22,10,2,10,0.5000,8,3,0,5,0.3750,0.1250,0.00,
cutajar-5,29,10,1,18,0.3571,29,10,1,18,0.3571,0,4,1,0.3000,0.1000,0,0,0,0,0.0000,29,10,1,18,0.3571,-0.3571,0.00,
daretousesoftware,16,7,2,7,0.5000,16,7,2,7,0.5000,3,3,0,0.1429,0.8571,9,4,1,4,0.5000,7,3,1,3,0.5000,0.0000,0.00,
didikliar,19,0,0,19,0.0000,19,0,0,19,0.0000,0,0,0,0.0000,0.0000,18,0,0,18,0.0000,1,0,0,1,0.0000,0.0000,0.00,
divitsinghrawat,16,3,0,13,0.1875,16,3,0,13,0.1875,1,2,0,0.0000,0.3333,3,0,0,3,0.0000,13,3,0,10,0.2308,-0.2308,0.00,
dr4gndrop,31,16,0,15,0.5161,31,16,0,15,0.5161,2,6,0,0.2500,0.2500,31,16,0,15,0.5161,0,0,0,0,0.0000,0.5161,0.00,
dzastusdart,15,5,4,6,0.4545,15,5,4,6,0.4545,0,3,0,0.0000,0.8000,11,4,4,3,0.5714,4,1,0,3,0.2500,0.3214,0.00,
kenthebluedog,26,14,3,9,0.6087,26,14,3,9,0.6087,2,2,0,0.1429,0.2857,16,10,0,6,0.6250,10,4,3,3,0.5714,0.0536,0.00,
keshavasr,74,39,4,31,0.5571,74,39,4,31,0.5571,0,11,2,0.1795,0.2821,62,34,4,24,0.5862,12,5,0,7,0.4167,0.1695,0.00,
lavendar3,3,3,0,0,1.0000,3,3,0,0,1.0000,4,4,0,0.0000,0.0000,0,0,0,0,0.0000,3,3,0,0,1.0000,-1.0000,0.00,
liarbird,10,9,1,0,1.0000,10,9,1,0,1.0000,3,6,0,0.2222,0.4444,1,1,0,0,1.0000,9,8,1,0,1.0000,0.0000,0.00,
lnummert,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
machprot17,74,33,4,37,0.4714,74,33,4,37,0.4714,0,5,0,0.0606,0.4848,0,0,0,0,0.0000,74,33,4,37,0.4714,-0.4714,0.00,
macmo777,15,8,1,6,0.5714,15,8,1,6,0.5714,0,3,0,0.0000,0.0000,5,2,0,3,0.4000,10,6,1,3,0.6667,-0.2667,0.00,
madwomanacrossthewater,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
s-p-r-i-n-t-e-r77,18,13,0,5,0.7222,18,13,0,5,0.7222,1,7,0,0.0000,0.2308,10,5,0,5,0.5000,8,8,0,0,1.0000,-0.5000,0.00,
seakayjee,184,111,2,71,0.6099,184,111,2,71,0.6099,1,9,0,0.2342,0.3514,177,110,1,66,0.6250,7,1,1,5,0.1667,0.4583,0.00,
smootscoot,34,14,0,20,0.4118,34,14,0,20,0.4118,0,7,1,0.0714,0.2143,21,9,0,12,0.4286,13,5,0,8,0.3846,0.0440,0.00,
stoo16,66,14,3,49,0.2222,66,14,3,49,0.2222,0,3,2,0.0000,0.2143,0,0,0,0,0.0000,66,14,3,49,0.2222,-0.2222,0.00,
thommo711,69,51,1,17,0.7500,69,51,1,17,0.7500,3,12,1,0.3529,0.0196,68,50,1,17,0.7463,1,1,0,0,1.0000,-0.2537,0.00,
tomasagua99,11,9,0,2,0.8182,11,9,0,2,0.8182,0,10,0,0.3333,0.2222,10,9,0,1,0.9000,1,0,0,1,0.0000,0.9000,0.00,
xhz17,9,7,2,0,1.0000,9,7,2,0,1.0000,0,5,0,0.0000,0.1429,0,0,0,0,0.0000,9,7,2,0,1.0000,-1.0000,0.00,
xijinpingputinsalman,25,5,0,20,0.2000,25,5,0,20,0.2000,1,2,0,0.2000,0.0000,23,5,0,18,0.2174,2,0,0,2,0.0000,0.2174,0.00,
xxmomoxxx,16,0,0,16,0.0000,16,0,0,16,0.0000,0,0,0,0.0000,0.0000,14,0,0,14,0.0000,2,0,0,2,0.0000,0.0000,0.00,
ahunov-nuriddin,10,5,1,4,0.5556,10,5,1,4,0.5556,1,7,1,0.2000,0.2000,4,1,0,3,0.2500,6,4,1,1,0.8000,-0.5500,0.00,
alalper2,1,1,0,0,1.0000,1,1,0,0,1.0000,1,1,0,0.0000,0.0000,0,0,0,0,0.0000,1,1,0,0,1.0000,-1.0000,0.00,
alejandrojacama,26,17,1,8,0.6800,26,17,1,8,0.6800,0,7,0,0.1176,0.4706,18,10,1,7,0.5882,8,7,0,1,0.8750,-0.2868,0.00,
alex_ns,14,8,2,4,0.6667,14,8,2,4,0.6667,1,5,0,0.0000,1.0000,0,0,0,0,0.0000,14,8,2,4,0.6667,-0.6667,0.00,
alitas14,6,4,0,2,0.6667,6,4,0,2,0.6667,0,3,0,0.2500,0.0000,4,2,0,2,0.5000,2,2,0,0,1.0000,-0.5000,0.00,
amaybemanda,1,0,0,1,0.0000,1,0,0,1,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,1,0,0,1,0.0000,0.0000,0.00,
amr_sherif,12,2,0,10,0.1667,12,2,0,10,0.1667,0,2,0,0.0000,0.0000,12,2,0,10,0.1667,0,0,0,0,0.0000,0.1667,0.00,
cealoch,69,26,8,35,0.4262,69,26,8,35,0.4262,4,4,0,0.0769,0.3846,29,14,4,11,0.5600,40,12,4,24,0.3333,0.2267,0.00,
chavoux,26,14,1,11,0.5600,26,14,1,11,0.5600,0,7,1,0.2143,0.1429,25,13,1,11,0.5417,1,1,0,0,1.0000,-0.4583,0.00,
chessymohamed_rashid,7,3,4,0,1.0000,7,3,4,0,1.0000,0,4,0,0.6667,0.0000,0,0,0,0,0.0000,7,3,4,0,1.0000,-1.0000,0.00,
dg09chess,4,1,0,3,0.2500,4,1,0,3,0.2500,0,1,0,0.0000,0.0000,4,1,0,3,0.2500,0,0,0,0,0.0000,0.2500,0.00,
ginja19,24,17,0,7,0.7083,24,17,0,7,0.7083,0,10,2,0.3529,0.1765,20,14,0,6,0.7000,4,3,0,1,0.7500,-0.0500,0.00,
goodie50,0,0,0,0,0.0000,0,0,0,0,0.0000,0,1,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
greatreader4231,32,7,0,25,0.2188,32,7,0,25,0.2188,1,3,2,0.1429,0.1429,12,1,0,11,0.0833,20,6,0,14,0.3000,-0.2167,0.00,
kavin1000,18,12,0,6,0.6667,18,12,0,6,0.6667,0,14,0,0.3333,0.3333,17,12,0,5,0.7059,1,0,0,1,0.0000,0.7059,0.00,
keitchris,51,22,4,25,0.4681,51,22,4,25,0.4681,0,5,0,0.0455,0.4545,15,5,1,9,0.3571,36,17,3,16,0.5152,-0.1580,0.00,
kinaole,34,10,0,24,0.2941,34,10,0,24,0.2941,3,3,1,0.0000,0.2000,22,7,0,15,0.3182,12,3,0,9,0.2500,0.0682,0.00,
magnushomes,11,9,0,2,0.8182,11,9,0,2,0.8182,2,7,0,0.0000,0.3333,11,9,0,2,0.8182,0,0,0,0,0.0000,0.8182,0.00,
massivewombat,10,5,0,5,0.5000,10,5,0,5,0.5000,1,4,0,0.0000,0.4000,6,1,0,5,0.1667,4,4,0,0,1.0000,-0.8333,0.00,
miheto,46,31,2,13,0.7045,46,31,2,13,0.7045,0,9,0,0.3226,0.3548,36,25,1,10,0.7143,10,6,1,3,0.6667,0.0476,0.00,
munja44,326,164,20,142,0.5359,326,164,20,142,0.5359,0,9,1,0.0793,0.4939,323,163,20,140,0.5380,3,1,0,2,0.3333,0.2046,0.00,
nastalper,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
ninjaswat,1,0,0,1,0.0000,1,0,0,1,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,1,0,0,1,0.0000,0.0000,0.00,
ohnomy_knight,35,23,2,10,0.6970,35,23,2,10,0.6970,2,7,1,0.3043,0.0870,34,22,2,10,0.6875,1,1,0,0,1.0000,-0.3125,0.00,
ol_dirty_bispo,3,3,0,0,1.0000,3,3,0,0,1.0000,4,4,0,0.0000,0.0000,2,2,0,0,1.0000,1,1,0,0,1.0000,0.0000,0.00,
robibenve,15,5,2,8,0.3846,15,5,2,8,0.3846,0,2,0,0.0000,0.6000,8,2,1,5,0.2857,7,3,1,3,0.5000,-0.2143,0.00,
rob_1986,14,7,1,6,0.5385,14,7,1,6,0.5385,0,6,0,0.5714,0.1429,13,7,1,5,0.5833,1,0,0,1,0.0000,0.5833,0.00,
rolinowsky1,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
soylionking,1,1,0,0,1.0000,1,1,0,0,1.0000,1,1,0,1.0000,0.0000,0,0,0,0,0.0000,1,1,0,0,1.0000,-1.0000,0.00,
stihl088,16,8,0,8,0.5000,16,8,0,8,0.5000,2,3,1,0.1250,0.2500,7,4,0,3,0.5714,9,4,0,5,0.4444,0.1270,0.00,
ultrakingpanda,4,2,0,2,0.5000,4,2,0,2,0.5000,5,5,0,0.5000,0.0000,0,0,0,0,0.0000,4,2,0,2,0.5000,-0.5000,0.00,
yingjunguan,8,5,0,3,0.6250,8,5,0,3,0.6250,0,6,0,0.0000,0.8000,7,4,0,3,0.5714,1,1,0,0,1.0000,-0.4286,0.00,
young_obee,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
yuriy_leonidov,4,4,0,0,1.0000,4,4,0,0,1.0000,4,4,0,0.0000,0.7500,0,0,0,0,0.0000,4,4,0,0,1.0000,-1.0000,0.00,
1-mezwinna-1,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
1germanythailand,9,4,0,5,0.4444,9,4,0,5,0.4444,3,3,0,0.2500,0.0000,1,0,0,1,0.0000,8,4,0,4,0.5000,-0.5000,0.00,
alpbilginsoyy,4,2,0,2,0.5000,4,2,0,2,0.5000,0,1,0,0.0000,0.5000,4,2,0,2,0.5000,0,0,0,0,0.0000,0.5000,0.00,
amin_musayev_66,6,2,0,4,0.3333,6,2,0,4,0.3333,0,1,0,0.0000,0.0000,2,2,0,0,1.0000,4,0,0,4,0.0000,1.0000,0.00,
andy_w_aa,5,0,0,5,0.0000,5,0,0,5,0.0000,0,0,0,0.0000,0.0000,4,0,0,4,0.0000,1,0,0,1,0.0000,0.0000,0.00,
astonmartin_lancestroll,24,9,0,15,0.3750,24,9,0,15,0.3750,0,4,1,0.4444,0.4444,17,5,0,12,0.2941,7,4,0,3,0.5714,-0.2773,0.00,
benk102,1,0,0,1,0.0000,1,0,0,1,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,1,0,0,1,0.0000,0.0000,0.00,
bravenam,11,7,1,3,0.7000,11,7,1,3,0.7000,1,3,0,0.0000,0.7143,3,2,1,0,1.0000,8,5,0,3,0.6250,0.3750,0.00,
bready_panda,13,7,1,5,0.5833,13,7,1,5,0.5833,2,6,0,0.0000,0.5714,4,4,0,0,1.0000,9,3,1,5,0.3750,0.6250,0.00,
brother-of-magnus,1,1,0,0,1.0000,1,1,0,0,1.0000,1,1,0,1.0000,1.0000,1,1,0,0,1.0000,0,0,0,0,0.0000,1.0000,0.00,
checker_tk,17,7,0,10,0.4118,17,7,0,10,0.4118,0,4,0,0.4286,0.1429,14,6,0,8,0.4286,3,1,0,2,0.3333,0.0952,0.00,
chessamateur9988,2,0,0,2,0.0000,2,0,0,2,0.0000,0,0,0,0.0000,0.0000,2,0,0,2,0.0000,0,0,0,0,0.0000,0.0000,0.00,
cristiancirivello,11,5,1,5,0.5000,11,5,1,5,0.5000,3,3,0,0.0000,0.4000,0,0,0,0,0.0000,11,5,1,5,0.5000,-0.5000,0.00,
crossmappers,5,5,0,0,1.0000,5,5,0,0,1.0000,5,5,0,0.4000,0.6000,2,2,0,0,1.0000,3,3,0,0,1.0000,0.0000,0.00,
cursedmangekyo,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
damsarad,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
dankfulbutbetter,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
david10jp,7,5,0,2,0.7143,7,5,0,2,0.7143,1,4,0,0.2000,0.4000,0,0,0,0,0.0000,7,5,0,2,0.7143,-0.7143,0.00,
debelka,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
devraj_plays,5,3,0,2,0.6000,5,3,0,2,0.6000,2,2,0,0.3333,0.0000,2,0,0,2,0.0000,3,3,0,0,1.0000,-1.0000,0.00,
dmgetz40,33,14,0,19,0.4242,33,14,0,19,0.4242,0,3,0,0.2143,0.2143,12,4,0,8,0.3333,21,10,0,11,0.4762,-0.1429,0.00,
dragonerl-123,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
edenopia,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
ek70r,1,1,0,0,1.0000,1,1,0,0,1.0000,1,1,0,1.0000,0.0000,0,0,0,0,0.0000,1,1,0,0,1.0000,-1.0000,0.00,
ekd4,1,0,1,0,0.0000,1,0,1,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,1,0,1,0,0.0000,0.0000,0.00,
elandt14,78,32,2,44,0.4211,78,32,2,44,0.4211,0,6,2,0.1875,0.4688,5,0,0,5,0.0000,73,32,2,39,0.4507,-0.4507,0.00,
emaxt,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
fanny-hyperion,2,0,0,2,0.0000,2,0,0,2,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,2,0,0,2,0.0000,0.0000,0.00,
ffilandr,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
firstover10,12,3,1,8,0.2727,12,3,1,8,0.2727,0,2,0,0.0000,0.3333,8,2,0,6,0.2500,4,1,1,2,0.3333,-0.0833,0.00,
gazzi_gazzi_prime,64,0,0,64,0.0000,64,0,0,64,0.0000,0,4,0,0.0000,0.0000,43,0,0,43,0.0000,21,0,0,21,0.0000,0.0000,0.00,
gibon112,0,0,0,0,0.0000,0,0,0,0,0.0000,0,0,0,0.0000,0.0000,0,0,0,0,0.0000,0,0,0,0,0.0000,0.0000,0.00,
giuseppe-pepe,64,35,6,23,0.6034,64,35,6,23,0.6034,0,7,0,0.1143,0.4857,52,29,6,17,0.6304,12,6,0,6,0.5000,0.1304,0.00,
gm_afeef,21,1,0,20,0.0476,21,1,0,20,0.0476,0,1,0,0.0000,0.0000,19,1,0,18,0.0526,2,0,0,2,0.0000,0.0526,0.00,
